Section,System,Location,Component,Material,Condition,Comment
Structure,Structural Frame,Null,Load-Bearing Wall,Engineered Lumber,Monitor,Early signs of connection loosening; monitor and adjust.
Structure,Structural Frame,Null,Load-Bearing Wall,Engineered Lumber,Monitor,Load-Bearing Wall showing expected wear for age; monitor condition regularly.
Structure,Structural Frame,Null,Load-Bearing Wall,Engineered Lumber,Monitor,Small defects that could develop into larger issues.
Structure,Structural Frame,Null,Load-Bearing Wall,Engineered Lumber,Monitor,Minor wear or aging noted; monitor for progression over time.
Structure,Structural Frame,Null,Load-Bearing Wall,Engineered Lumber,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Structure,Structural Frame,Null,Load-Bearing Wall,Engineered Lumber,Repair/Replace,Replacement recommended due to end of useful service life.
Structure,Structural Frame,Null,Load-Bearing Wall,Engineered Lumber,Repair/Replace,Significant damage necessitates professional repair or replacement.
Structure,Structural Frame,Null,Load-Bearing Wall,Engineered Lumber,Repair/Replace,Component requires repair or replacement for continued service.
Structure,Structural Frame,Null,Load-Bearing Wall,Engineered Lumber,Safety Hazard,Structural failure risk requiring immediate load removal.
Structure,Structural Frame,Null,Load-Bearing Wall,Engineered Lumber,Safety Hazard,Emergency repair needed to eliminate safety threat.
Structure,Structural Frame,Null,Load-Bearing Wall,Engineered Lumber,Safety Hazard,Structural instability requiring building evacuation and repair.
Structure,Structural Frame,Null,Load-Bearing Wall,Engineered Lumber,Access Restricted,Structural access limitations prevent comprehensive evaluation.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Acceptable,Protective coatings and finishes remain effective.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Acceptable,Wall framing meets or exceeds building code requirements.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Acceptable,"No evidence of structural movement, settlement, or distress."
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Acceptable,Surface finish and appearance maintain aesthetic value.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Acceptable,No maintenance required at this time for continued service.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Monitor,Early stage deterioration observed; monitor and document changes.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Monitor,Minor surface damage or weathering; monitor for expansion.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Monitor,Load-Bearing Wall showing expected wear for age; monitor condition regularly.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Monitor,Protective treatments may need renewal in near future.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Monitor,Performance remains adequate but warrants continued attention.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Repair/Replace,Safety-critical defect requires urgent corrective action.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Repair/Replace,Component modification needed to meet current standards.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Repair/Replace,Complete replacement recommended due to extensive deterioration.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Safety Hazard,Professional emergency response required for hazard mitigation.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Safety Hazard,Structural failure risk requiring immediate load removal.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Safety Hazard,Safety hazard requires immediate professional evaluation and repair.
Structure,Structural Frame,Null,Load-Bearing Wall,Block/CMU,Access Restricted,Temporary obstructions restrict detailed assessment of component.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Acceptable,Performance specifications satisfied with proper operation.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Acceptable,All connections and fasteners are properly installed and secure.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Acceptable,Wall framing meets or exceeds building code requirements.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Acceptable,Proper alignment and positioning provide optimal functionality.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Acceptable,"Load-bearing wall is plumb, properly framed, and structurally adequate."
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Monitor,Performance remains adequate but warrants continued attention.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Monitor,Small cracks in wall covering; monitor for structural movement.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Monitor,Periodic professional evaluation recommended for assessment.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Monitor,Minor wear or aging noted; monitor for progression over time.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Repair/Replace,Significant damage necessitates professional repair or replacement.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Repair/Replace,Component modification needed to meet current standards.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Repair/Replace,Material degradation affects structural performance significantly.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Safety Hazard,Structural instability requiring building evacuation and repair.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Safety Hazard,Structural instability creates collapse risk requiring evacuation.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Safety Hazard,Safety hazard requires immediate professional evaluation and repair.
Structure,Structural Frame,Null,Load-Bearing Wall,Wood Frame,Access Restricted,Environmental conditions limit inspection capability and visibility.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Acceptable,Surface finish and appearance maintain aesthetic value.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Acceptable,Wall framing meets or exceeds building code requirements.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Acceptable,Proper alignment and positioning provide optimal functionality.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Acceptable,"Load-bearing wall is plumb, properly framed, and structurally adequate."
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Acceptable,Fasteners and connections properly secured and functional.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Monitor,Minor deflection under load; monitor structural performance.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Monitor,Seasonal changes may affect component performance.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Monitor,Small cracks in wall covering; monitor for structural movement.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Monitor,Performance remains adequate but warrants continued attention.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Repair/Replace,Load-Bearing Wall failure requires immediate repair to restore function.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Repair/Replace,Connections or fasteners require replacement for safety.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Repair/Replace,Settlement damage affecting wall integrity; stabilize and repair.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Safety Hazard,Professional emergency response required for hazard mitigation.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Safety Hazard,Condition creates immediate safety risk requiring prompt attention.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Safety Hazard,Load-bearing capacity exceeded; immediate structural intervention needed.
Structure,Structural Frame,Null,Load-Bearing Wall,Steel Frame,Access Restricted,Weather conditions prevent safe access for detailed examination.
Structure,Structural Frame,Null,Structural Beam,Concrete,Acceptable,No excessive deflection under design loads.
Structure,Structural Frame,Null,Structural Beam,Concrete,Acceptable,Materials show normal aging patterns for installation date.
Structure,Structural Frame,Null,Structural Beam,Concrete,Acceptable,Protective coatings and finishes remain effective.
Structure,Structural Frame,Null,Structural Beam,Concrete,Acceptable,Material condition appropriate for structural application.
Structure,Structural Frame,Null,Structural Beam,Concrete,Acceptable,"Structural beam is properly sized, supported, and free of defects."
Structure,Structural Frame,Null,Structural Beam,Concrete,Monitor,Environmental exposure effects require ongoing observation.
Structure,Structural Frame,Null,Structural Beam,Concrete,Monitor,Minor wear or aging noted; monitor for progression over time.
Structure,Structural Frame,Null,Structural Beam,Concrete,Monitor,Connection movement; monitor and adjust fasteners as needed.
Structure,Structural Frame,Null,Structural Beam,Concrete,Monitor,Vibration or movement under load; monitor structural adequacy.
Structure,Structural Frame,Null,Structural Beam,Concrete,Monitor,Minor wear or aging signs require periodic monitoring.
Structure,Structural Frame,Null,Structural Beam,Concrete,Repair/Replace,Repair work needed to restore proper performance standards.
Structure,Structural Frame,Null,Structural Beam,Concrete,Repair/Replace,Maintenance requirements exceed cost-effective repair threshold.
Structure,Structural Frame,Null,Structural Beam,Concrete,Repair/Replace,Component requires repair or replacement for continued service.
Structure,Structural Frame,Null,Structural Beam,Concrete,Safety Hazard,Professional emergency response required for hazard mitigation.
Structure,Structural Frame,Null,Structural Beam,Concrete,Safety Hazard,Component failure could result in serious accident or injury.
Structure,Structural Frame,Null,Structural Beam,Concrete,Safety Hazard,Structural instability requiring immediate area evacuation.
Structure,Structural Frame,Null,Structural Beam,Concrete,Access Restricted,Component not accessible for detailed inspection due to physical barriers.
Structure,Structural Frame,Null,Structural Beam,Steel,Acceptable,Material condition appropriate for structural application.
Structure,Structural Frame,Null,Structural Beam,Steel,Acceptable,"Structural beam is properly sized, supported, and free of defects."
Structure,Structural Frame,Null,Structural Beam,Steel,Acceptable,Weather resistance and durability characteristics are adequate.
Structure,Structural Frame,Null,Structural Beam,Steel,Acceptable,All connections and bearing points are adequate and secure.
Structure,Structural Frame,Null,Structural Beam,Steel,Acceptable,No excessive deflection under design loads.
Structure,Structural Frame,Null,Structural Beam,Steel,Monitor,Structural Beam showing expected wear for age; monitor condition regularly.
Structure,Structural Frame,Null,Structural Beam,Steel,Monitor,Load distribution concerns; monitor structural performance.
Structure,Structural Frame,Null,Structural Beam,Steel,Monitor,Minor deflection; monitor for progression under varying loads.
Structure,Structural Frame,Null,Structural Beam,Steel,Monitor,Regular inspection recommended to track condition changes.
Structure,Structural Frame,Null,Structural Beam,Steel,Monitor,Minor surface steel damage or weathering; monitor for expansion.
Structure,Structural Frame,Null,Structural Beam,Steel,Repair/Replace,Significant steel damage necessitates professional repair or replacement.
Structure,Structural Frame,Null,Structural Beam,Steel,Repair/Replace,Component no longer meets minimum performance requirements.
Structure,Structural Frame,Null,Structural Beam,Steel,Repair/Replace,Material deterioration affecting structural integrity; replace.
Structure,Structural Frame,Null,Structural Beam,Steel,Safety Hazard,Safety hazard requires immediate professional evaluation and repair.
Structure,Structural Frame,Null,Structural Beam,Steel,Safety Hazard,Excessive deflection indicating immediate failure risk.
Structure,Structural Frame,Null,Structural Beam,Steel,Safety Hazard,Electrical or mechanical hazard presents shock or injury risk.
Structure,Structural Frame,Null,Structural Beam,Steel,Access Restricted,Structural access limitations prevent comprehensive evaluation.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Acceptable,"Structural beam is properly sized, supported, and free of defects."
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Acceptable,Weather resistance and durability characteristics are adequate.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Acceptable,All connections and bearing points are adequate and secure.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Acceptable,Material condition appropriate for structural application.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Acceptable,Compliance with applicable building codes and safety standards.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Monitor,Load distribution concerns; monitor structural performance.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Monitor,Surface checking or minor material degradation; monitor condition.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Monitor,Minor deflection; monitor for progression under varying loads.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Monitor,Vibration or movement under load; monitor structural adequacy.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Repair/Replace,Significant damage necessitates professional repair or replacement.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Repair/Replace,Component requires repair or replacement for continued service.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Repair/Replace,Material deterioration affecting structural integrity; replace.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Safety Hazard,Code violations create liability and safety concerns.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Safety Hazard,Structural instability requiring immediate area evacuation.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Safety Hazard,Professional emergency response required for hazard mitigation.
Structure,Structural Frame,Null,Structural Beam,Engineered Lumber,Access Restricted,Confined space entry requirements exceed standard inspection scope.
Structure,Structural Frame,Null,Structural Beam,Wood,Acceptable,Material condition appropriate for structural application.
Structure,Structural Frame,Null,Structural Beam,Wood,Acceptable,All connections and bearing points are adequate and secure.
Structure,Structural Frame,Null,Structural Beam,Wood,Acceptable,Surface finish and appearance maintain aesthetic value.
Structure,Structural Frame,Null,Structural Beam,Wood,Acceptable,Component accessibility allows for routine maintenance.
Structure,Structural Frame,Null,Structural Beam,Wood,Acceptable,"Structural beam is properly sized, supported, and free of defects."
Structure,Structural Frame,Null,Structural Beam,Wood,Monitor,Minor surface damage or weathering; monitor for expansion.
Structure,Structural Frame,Null,Structural Beam,Wood,Monitor,Minor wear or aging noted; monitor for progression over time.
Structure,Structural Frame,Null,Structural Beam,Wood,Monitor,Surface weathering visible but not affecting functionality.
Structure,Structural Frame,Null,Structural Beam,Wood,Monitor,Minor wear or aging signs require periodic monitoring.
Structure,Structural Frame,Null,Structural Beam,Wood,Monitor,Load distribution concerns; monitor structural performance.
Structure,Structural Frame,Null,Structural Beam,Wood,Repair/Replace,Damage beyond economical repair threshold requiring replacement.
Structure,Structural Frame,Null,Structural Beam,Wood,Repair/Replace,Repair required to maintain structural integrity and safety.
Structure,Structural Frame,Null,Structural Beam,Wood,Repair/Replace,Excessive deflection requiring beam reinforcement or replacement.
Structure,Structural Frame,Null,Structural Beam,Wood,Safety Hazard,Structural instability requiring immediate area evacuation.
Structure,Structural Frame,Null,Structural Beam,Wood,Safety Hazard,Critical connection failure requiring emergency support.
Structure,Structural Frame,Null,Structural Beam,Wood,Safety Hazard,Structural failure potential poses danger to occupants and users.
Structure,Structural Frame,Null,Structural Beam,Wood,Access Restricted,Location or height prevents safe inspection access.
Structure,Structural Frame,Null,Structural Beam,Composite,Acceptable,Beam span and loading within engineering specifications.
Structure,Structural Frame,Null,Structural Beam,Composite,Acceptable,Performance specifications satisfied with proper operation.
Structure,Structural Frame,Null,Structural Beam,Composite,Acceptable,Material condition appropriate for age and exposure environment.
Structure,Structural Frame,Null,Structural Beam,Composite,Acceptable,Protective coatings and finishes remain effective.
Structure,Structural Frame,Null,Structural Beam,Composite,Acceptable,Material condition appropriate for structural application.
Structure,Structural Frame,Null,Structural Beam,Composite,Monitor,Load distribution concerns; monitor structural performance.
Structure,Structural Frame,Null,Structural Beam,Composite,Monitor,Minor deflection; monitor for progression under varying loads.
Structure,Structural Frame,Null,Structural Beam,Composite,Monitor,Periodic professional evaluation recommended for assessment.
Structure,Structural Frame,Null,Structural Beam,Composite,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Structure,Structural Frame,Null,Structural Beam,Composite,Monitor,Minor surface damage or weathering; monitor for expansion.
Structure,Structural Frame,Null,Structural Beam,Composite,Repair/Replace,Material deterioration affecting structural integrity; replace.
Structure,Structural Frame,Null,Structural Beam,Composite,Repair/Replace,Excessive deflection requiring beam reinforcement or replacement.
Structure,Structural Frame,Null,Structural Beam,Composite,Repair/Replace,Safety-critical defect requires urgent corrective action.
Structure,Structural Frame,Null,Structural Beam,Composite,Safety Hazard,Beam failure risk creating structural collapse potential.
Structure,Structural Frame,Null,Structural Beam,Composite,Safety Hazard,Hazardous condition requiring immediate access restriction.
Structure,Structural Frame,Null,Structural Beam,Composite,Safety Hazard,Dangerous condition violating safety codes and standards.
Structure,Structural Frame,Null,Structural Beam,Composite,Access Restricted,Weather conditions prevent safe access for detailed examination.
Structure,Attic,Null,Ventilation,Gable Vent,Acceptable,Vent operates correctly if equipped with adjustable louvers or dampers.
Structure,Attic,Null,Ventilation,Gable Vent,Acceptable,No insulation or debris blocking gable vent.
Structure,Attic,Null,Ventilation,Gable Vent,Acceptable,"Gable vent is securely mounted, open, and provides cross-ventilation."
Structure,Attic,Null,Ventilation,Gable Vent,Acceptable,Vent louvers and screen are intact and free from rust or damage.
Structure,Attic,Null,Ventilation,Gable Vent,Acceptable,Vent screen mesh is fine enough to exclude insects but allow airflow.
Structure,Attic,Null,Ventilation,Gable Vent,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Structure,Attic,Null,Ventilation,Gable Vent,Monitor,Minor paint or finish loss on vent frame; monitor for exposure.
Structure,Attic,Null,Ventilation,Gable Vent,Monitor,Small accumulation of debris at vent base; monitor and clean seasonally.
Structure,Attic,Null,Ventilation,Gable Vent,Monitor,Minor wear or aging noted; monitor for progression over time.
Structure,Attic,Null,Ventilation,Gable Vent,Monitor,Vent screen has minor gaps but remains functional; monitor for widening.
Structure,Attic,Null,Ventilation,Gable Vent,Repair/Replace,Loose or damaged louvers/screens; repair or replace as needed.
Structure,Attic,Null,Ventilation,Gable Vent,Repair/Replace,Ventilation failure requires immediate repair to restore function.
Structure,Attic,Null,Ventilation,Gable Vent,Repair/Replace,Damaged vent frame with gaps at siding connection; repair and seal.
Structure,Attic,Null,Ventilation,Gable Vent,Safety Hazard,Improper ventilation may increase attic temperature and wear on roofing.
Structure,Attic,Null,Ventilation,Gable Vent,Safety Hazard,Loose louvers or screens may fall or allow entry.
Structure,Attic,Null,Ventilation,Gable Vent,Safety Hazard,Missing vent creates large opening vulnerable to weather intrusion.
Structure,Attic,Null,Ventilation,Gable Vent,Access Restricted,Blocked by attic framing or insulation.
Structure,Attic,Null,Ventilation,Ridge Vent,Acceptable,"No visible gaps, missing shingles, or loose fasteners at ridge."
Structure,Attic,Null,Ventilation,Ridge Vent,Acceptable,"Ridge vent is continuous, unobstructed, and firmly attached along peak."
Structure,Attic,Null,Ventilation,Ridge Vent,Acceptable,Ridge vent integrates well with roofing aesthetics and design.
Structure,Attic,Null,Ventilation,Ridge Vent,Acceptable,"No water stains, mold, or condensation near ridge vent."
Structure,Attic,Null,Ventilation,Ridge Vent,Acceptable,"Vent is free of debris, bird nests, or pest intrusion."
Structure,Attic,Null,Ventilation,Ridge Vent,Monitor,Minor surface damage or weathering; monitor for expansion.
Structure,Attic,Null,Ventilation,Ridge Vent,Monitor,Early signs of animal or insect activity; monitor for entry.
Structure,Attic,Null,Ventilation,Ridge Vent,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Structure,Attic,Null,Ventilation,Ridge Vent,Monitor,Minor water stains or dampness after storms; monitor for leaks.
Structure,Attic,Null,Ventilation,Ridge Vent,Monitor,Ventilation showing expected wear for age; monitor condition regularly.
Structure,Attic,Null,Ventilation,Ridge Vent,Repair/Replace,Animal or pest entry at ridge; install screen or repair.
Structure,Attic,Null,Ventilation,Ridge Vent,Repair/Replace,Safety-critical defect requires urgent corrective action.
Structure,Attic,Null,Ventilation,Ridge Vent,Repair/Replace,Significant damage necessitates professional repair or replacement.
Structure,Attic,Null,Ventilation,Ridge Vent,Safety Hazard,Blocked vent can cause attic overheating or moisture buildup.
Structure,Attic,Null,Ventilation,Ridge Vent,Safety Hazard,Vent damage can compromise overall roof system integrity.
Structure,Attic,Null,Ventilation,Ridge Vent,Safety Hazard,"Open or broken vent may admit pests, rain, or embers."
Structure,Attic,Null,Ventilation,Ridge Vent,Access Restricted,"Vent not visible due to snow, debris, or steep roof."
Structure,Attic,Null,Ventilation,Soffit Vent,Acceptable,"No water stains, mold, or musty odors near vents."
Structure,Attic,Null,Ventilation,Soffit Vent,Acceptable,No insulation or debris blocking soffit vents.
Structure,Attic,Null,Ventilation,Soffit Vent,Acceptable,Soffit vents are evenly spaced and properly sized for home.
Structure,Attic,Null,Ventilation,Soffit Vent,Acceptable,No evidence of animal or insect entry at vents.
Structure,Attic,Null,Ventilation,Soffit Vent,Acceptable,Vent openings properly aligned and aesthetically consistent.
Structure,Attic,Null,Ventilation,Soffit Vent,Monitor,Minor blockage by insulation; monitor and adjust as needed.
Structure,Attic,Null,Ventilation,Soffit Vent,Monitor,Seasonal bird or insect activity near vents; monitor for nesting attempts.
Structure,Attic,Null,Ventilation,Soffit Vent,Monitor,Minor condensation or dampness near vents; monitor for increased humidity.
Structure,Attic,Null,Ventilation,Soffit Vent,Monitor,Slight loosening of vent mounting screws; monitor and tighten as needed.
Structure,Attic,Null,Ventilation,Soffit Vent,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Structure,Attic,Null,Ventilation,Soffit Vent,Repair/Replace,Soffit material around vent deteriorated; repair soffit and reinstall vent.
Structure,Attic,Null,Ventilation,Soffit Vent,Repair/Replace,Ventilation failure requires immediate repair to restore function.
Structure,Attic,Null,Ventilation,Soffit Vent,Repair/Replace,Complete replacement recommended due to extensive deterioration.
Structure,Attic,Null,Ventilation,Soffit Vent,Safety Hazard,Sharp edges or rusted screens may cause injury.
Structure,Attic,Null,Ventilation,Soffit Vent,Safety Hazard,Blocked vents can cause high humidity and mold growth.
Structure,Attic,Null,Ventilation,Soffit Vent,Safety Hazard,Blocked soffit vents can cause condensation and electrical hazards.
Structure,Attic,Null,Ventilation,Soffit Vent,Access Restricted,Interior insulation or finish prevents vent inspection.
Structure,Attic,Null,Ventilation,Powered Vent,Acceptable,Unit cycles automatically based on temperature and humidity settings.
Structure,Attic,Null,Ventilation,Powered Vent,Acceptable,Electrical connections are secure and code-compliant with GFCI protection.
Structure,Attic,Null,Ventilation,Powered Vent,Acceptable,"Vent housing and ducting are free of water stains, rust, or leaks."
Structure,Attic,Null,Ventilation,Powered Vent,Acceptable,"Powered attic vent is operational, with secure mounting and proper wiring."
Structure,Attic,Null,Ventilation,Powered Vent,Acceptable,No evidence of animal or pest entry at vent or duct.
Structure,Attic,Null,Ventilation,Powered Vent,Monitor,Early signs of motor wear or increased noise; monitor for performance.
Structure,Attic,Null,Ventilation,Powered Vent,Monitor,Loose mounting hardware; monitor for increased movement.
Structure,Attic,Null,Ventilation,Powered Vent,Monitor,Minor condensation at housing or duct; monitor for drainage.
Structure,Attic,Null,Ventilation,Powered Vent,Monitor,Minor dust or debris buildup; monitor and clean as needed.
Structure,Attic,Null,Ventilation,Powered Vent,Monitor,Unit cycling more frequently than normal; monitor for sensor accuracy.
Structure,Attic,Null,Ventilation,Powered Vent,Repair/Replace,Motor bearings worn causing excessive noise; replace motor assembly.
Structure,Attic,Null,Ventilation,Powered Vent,Repair/Replace,Electrical wiring damaged or unsafe; repair wiring and connections.
Structure,Attic,Null,Ventilation,Powered Vent,Repair/Replace,Severe noise or vibration; inspect fan and replace if necessary.
Structure,Attic,Null,Ventilation,Powered Vent,Safety Hazard,Non-functional vent can cause attic overheating or moisture buildup.
Structure,Attic,Null,Ventilation,Powered Vent,Safety Hazard,Vibration from unbalanced fan can damage mounting and cause collapse.
Structure,Attic,Null,Ventilation,Powered Vent,Safety Hazard,Ice or debris accumulation can block vent and cause backdraft.
Structure,Attic,Null,Ventilation,Powered Vent,Access Restricted,Vent or controls behind stored items or wall finish.
Structure,Attic,Null,Ventilation,Humidity Control,Acceptable,Equipment filter is clean and properly installed.
Structure,Attic,Null,Ventilation,Humidity Control,Acceptable,"Humidistat or dehumidifier is present, functional, and set for attic use."
Structure,Attic,Null,Ventilation,Humidity Control,Acceptable,No musty odors or visible mildew in attic air.
Structure,Attic,Null,Ventilation,Humidity Control,Acceptable,Unit operates quietly without excessive noise or vibration.
Structure,Attic,Null,Ventilation,Humidity Control,Acceptable,Humidity readings are within recommended attic range.
Structure,Attic,Null,Ventilation,Humidity Control,Monitor,Readings fluctuating near upper/lower limits; monitor for accuracy.
Structure,Attic,Null,Ventilation,Humidity Control,Monitor,Filter shows minor dust accumulation; monitor and replace as needed.
Structure,Attic,Null,Ventilation,Humidity Control,Monitor,Small water spots or drips by unit; monitor for leaks.
Structure,Attic,Null,Ventilation,Humidity Control,Monitor,Unit cycling frequency changes; monitor for operational efficiency.
Structure,Attic,Null,Ventilation,Humidity Control,Monitor,Temperature differential affects unit operation; monitor seasonal adjustments.
Structure,Attic,Null,Ventilation,Humidity Control,Repair/Replace,Electrical connections loose or corroded; repair wiring for safe operation.
Structure,Attic,Null,Ventilation,Humidity Control,Repair/Replace,Severe noise or electrical issues; repair or replace equipment.
Structure,Attic,Null,Ventilation,Humidity Control,Repair/Replace,Filter severely clogged or damaged; replace to restore airflow.
Structure,Attic,Null,Ventilation,Humidity Control,Safety Hazard,Blocked drain can cause water backup and damage.
Structure,Attic,Null,Ventilation,Humidity Control,Safety Hazard,Overheating unit in attic environment poses fire risk.
Structure,Attic,Null,Ventilation,Humidity Control,Safety Hazard,Blocked drain can cause water backup and damage.
Structure,Attic,Null,Ventilation,Humidity Control,Access Restricted,Electrical panel or controls mounted out of reach for inspection.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Acceptable,Rock/gravel drainage areas direct water away efficiently per IRC R401.3.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Acceptable,No evidence of erosion or water accumulation near structure.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Acceptable,No visible instability or movement in rock drainage field.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Acceptable,No signs of sediment buildup or undercutting observed.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Acceptable,Rock drainage pattern complies with good construction practice.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Monitor,Sediment collecting between rocks; monitor and clear as needed.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Monitor,Monitor for erosion or undercutting at rock drainage edge.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Monitor,Site Drainage showing expected wear for age; monitor condition regularly.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Monitor,Minor wear or aging noted; monitor for progression over time.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Monitor,Early stage deterioration observed; monitor and document changes.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Repair/Replace,Safety-critical defect requires urgent corrective action.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Repair/Replace,Immediate repair needed to prevent further damage or failure.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Repair/Replace,Reinstall or add material to prevent erosion or pooling.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Safety Hazard,Dislodged rocks could block pathways or drainage flow.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Safety Hazard,Loose or unstable rocks present trip hazard.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Safety Hazard,Standing water due to blocked rock bed may violate IRC R401.3.
Exterior Grounds,Drainage,Null,Site Drainage,Rock,Access Restricted,Rock bed not visible due to vegetation or debris.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Acceptable,Organic mulch provides adequate ground cover and erosion control.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Acceptable,Mulch installation complies with recommended landscape drainage practices.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Acceptable,Mulch layer stable and free from excessive decomposition or compaction.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Acceptable,Mulch depth appropriate for drainage while preventing weed growth.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Acceptable,No pooling or excessive water retention observed in mulched areas.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Monitor,Monitor mulch for compliance with IRC R401.3 drainage requirements.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Monitor,Site Drainage showing expected wear for age; monitor condition regularly.
